dataset,window_tag,hidden_tag,group_mode,reference,comparator,n_groups,spearman,kendall,overlap_at_1,overlap_at_3,overlap_at_5,overlap_at_10,rank_mae,rank_mae_norm,rank_rmse,reference_file,comparator_file
FD002,W30_step1,h10_10,windows,fulltrust_agg_selection,randomavg,30,0.2418242491657397,0.18620689655172415,1.0,0.3333333333333333,0.4,0.3,9.066666666666666,0.31264367816091954,10.658330075579382,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_windows_randomavg.json
FD002,W30_step1,h10_10,windows,fulltrust_agg_selection,timetrust_selection,30,0.5230255839822024,0.3793103448275862,0.0,0.3333333333333333,0.4,0.5,6.666666666666667,0.22988505747126436,8.453795991545258,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_windows_timetrust_selection.json
FD002,W30_step1,h10_10,windows,fulltrust_agg_selection,weights,30,0.2636262513904338,0.21379310344827587,0.0,0.0,0.2,0.5,8.0,0.27586206896551724,10.503967504392486,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_windows_weights.json
FD002,W30_step1,h10_10_10,sensors,fulltrust_agg_selection,randomavg,21,0.04675324675324675,0.02857142857142857,1.0,0.3333333333333333,0.2,0.6,7.238095238095238,0.3619047619047619,8.36090676330994,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_sensors_randomavg.json
FD002,W30_step1,h10_10_10,sensors,fulltrust_agg_selection,timetrust_selection,21,0.7961038961038961,0.6190476190476191,0.0,0.3333333333333333,0.6,0.8,3.0476190476190474,0.15238095238095237,3.866830866792722,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_sensors_timetrust_selection.json
FD002,W30_step1,h10_10_10,sensors,fulltrust_agg_selection,weights,21,0.9350649350649349,0.7904761904761904,1.0,0.6666666666666666,0.8,0.9,1.619047619047619,0.08095238095238096,2.1821789023599236,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_sensors_weights.json
FD002,W30_step1,h10_10_10,windows,fulltrust_agg_selection,randomavg,30,0.33793103448275863,0.2735632183908046,1.0,0.3333333333333333,0.2,0.4,7.133333333333334,0.24597701149425288,9.959919678390985,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_windows_randomavg.json
FD002,W30_step1,h10_10_10,windows,fulltrust_agg_selection,timetrust_selection,30,-0.07497219132369298,-0.04367816091954023,0.0,0.0,0.0,0.2,11.0,0.3793103448275862,12.691204303243513,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_windows_timetrust_selection.json
FD002,W30_step1,h10_10_10,windows,fulltrust_agg_selection,weights,30,0.35661846496106786,0.24597701149425288,0.0,0.0,0.0,0.4,7.466666666666667,0.2574712643678161,9.818350166906862,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10_10/rankings/ranking_windows_weights.json
FD003,W30_step1,h10,sensors,fulltrust_agg_selection,randomavg,16,0.5323529411764706,0.31666666666666665,0.0,0.3333333333333333,0.4,0.8,3.375,0.225,4.458138625031752,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD003/W30_step1/h10/rankings/ranking_sensors_randomavg.json
